as_of_date,ticker,sector,weight,annualized_volatility,beta_vs_spy,marginal_risk,component_risk,risk_contribution_share,position_notional,average_dollar_volume,position_adv_fraction,liquidation_days
2020-02-28,TXN,Information Technology,0.05,0.26554230465369644,1.4095377604583537,0.19590845616259883,0.009795422808129943,0.05897958435966697,50000.0,598044848.1004333,8.360576996660825e-05,0.0008360576996660824
2020-02-28,AAPL,Information Technology,0.05,0.2547891687334096,1.465165729092705,0.1933113229986548,0.00966556614993274,0.058197699608306404,50000.0,10277859922.366638,4.8648259830035435e-06,4.864825983003543e-05
2020-02-28,EOG,Energy,0.05,0.3662882612071564,1.3469024406565522,0.19178286567446381,0.009589143283723192,0.057737547047982764,50000.0,316984456.8365796,0.0001577364407674328,0.001577364407674328
2020-02-28,CSCO,Information Technology,0.05,0.25843379000250966,1.2980957604415793,0.17133903575429343,0.008566951787714673,0.05158279183715808,50000.0,1034058959.0653547,4.8353142305534526e-05,0.00048353142305534525
2020-02-28,NFLX,Communication Services,0.05,0.32935792997051994,1.144270555618769,0.1658468547405346,0.00829234273702673,0.04992933307501716,50000.0,2294096446.279589,2.179507321110524e-05,0.00021795073211105238
2020-02-28,GS,Financials,0.05,0.2250396168886478,1.2474676224594694,0.16469703897147542,0.008234851948573771,0.049583173151767,50000.0,685030702.3660787,7.298942927273371e-05,0.000729894292727337
2020-02-28,MA,Financials,0.05,0.22680124069424007,1.2805100919119443,0.1606390025732687,0.008031950128663435,0.04836147346217328,50000.0,1252200286.605072,3.992971454715004e-05,0.00039929714547150047
2020-02-28,LOW,Consumer Discretionary,0.05,0.2651645161954576,1.048124086519942,0.14614566834723675,0.007307283417361837,0.043998155791354465,50000.0,450233350.31318665,0.00011105352361218804,0.0011105352361218802
2020-02-28,AMZN,Consumer Discretionary,0.05,0.22275615480338437,1.0712638695739938,0.14187646184503547,0.007093823092251774,0.04271288189364974,50000.0,7748756707.809194,6.45264806799393e-06,6.452648067993929e-05
2020-02-28,WFC,Financials,0.05,0.21264204556847383,0.9732812370701267,0.12515645077168702,0.006257822538584351,0.03767920788635395,50000.0,1057420939.9238523,4.728485895465682e-05,0.0004728485895465682
2020-02-28,DIS,Communication Services,0.05,0.24459074715807144,0.9074667839297592,0.11777314080687637,0.005888657040343819,0.0354564117832511,50000.0,1514148215.5700684,3.302186634429e-05,0.0003302186634429
2020-02-28,UNH,Health Care,0.05,0.2750636655849628,0.9303783819423141,0.11673979634950697,0.005836989817475349,0.035145316347199945,50000.0,1128191656.419347,4.431871102352407e-05,0.00044318711023524075
2020-02-28,SHW,Materials,0.05,0.2158734225739149,0.882874061399036,0.11618365088883913,0.005809182544441956,0.034977884941959934,50000.0,288423015.71243286,0.00017335648431695072,0.0017335648431695072
2020-02-28,ABT,Health Care,0.05,0.1909871250772011,0.9595334728152326,0.11511502337701957,0.005755751168850978,0.03465616730037885,50000.0,434945894.95211285,0.00011495682699914884,0.0011495682699914883
2020-02-28,PLD,Real Estate,0.05,0.1983494719160234,0.7752369671974063,0.0921200680018982,0.00460600340009491,0.027733378274528375,50000.0,332255292.32845306,0.0001504866924755323,0.001504866924755323
2020-02-28,KO,Consumer Staples,0.05,0.1562390002224821,0.5423078761125263,0.06040512040899016,0.003020256020449508,0.018185375785723896,50000.0,703811405.6191126,7.10417586313725e-05,0.0007104175863137249
2020-03-31,COP,Energy,0.05,0.5784053466444352,1.4503253668517697,0.4413834029854798,0.02206917014927399,0.0663893197718479,50000.0,450855081.57922107,0.00011090038028375721,0.0011090038028375721
2020-03-31,NVDA,Information Technology,0.05,0.5253626722557488,1.475758968918534,0.42610638208843993,0.021305319104422,0.0640914739112319,50000.0,3531636467.2802286,1.4157742582861543e-05,0.00014157742582861541
2020-03-31,TSLA,Consumer Discretionary,0.05,0.7245911123179155,1.1828505544167531,0.405788964272386,0.0202894482136193,0.06103549233330062,50000.0,13512417765.914106,3.7003000400215596e-06,3.70030004002156e-05
2020-03-31,EOG,Energy,0.05,0.5893216887458249,1.2813458907673176,0.40145479992198274,0.02007273999609914,0.060383582404072655,50000.0,346192848.33871526,0.0001444281712922041,0.0014442817129220408
2020-03-31,BAC,Financials,0.05,0.45887049898655724,1.4386852137566997,0.3988257799463713,0.019941288997318566,0.059988146493553864,50000.0,2164625581.8792753,2.3098682940165206e-05,0.00023098682940165204
2020-03-31,AVGO,Information Technology,0.05,0.48831923436620506,1.3226114367758472,0.394755040841824,0.019737752042091203,0.05937585885815212,50000.0,954360865.0747935,5.2391083739672715e-05,0.0005239108373967271
2020-03-31,LOW,Consumer Discretionary,0.05,0.4779793196596722,1.300518705909148,0.38092188078541855,0.01904609403927093,0.05729518686136192,50000.0,604500893.955892,8.271286362009632e-05,0.0008271286362009631
2020-03-31,GS,Financials,0.05,0.43369225334155026,1.3358843839624914,0.37923408864260655,0.018961704432130327,0.05704132282497166,50000.0,862878550.8644358,5.794558220262836e-05,0.0005794558220262835
2020-03-31,WFC,Financials,0.05,0.4402514683729188,1.348079067629401,0.37001820320429313,0.018500910160214656,0.05565514391292717,50000.0,1280723825.9702299,3.90404230686673e-05,0.0003904042306866729
2020-03-31,QCOM,Information Technology,0.05,0.5274353732878638,1.2125134497221501,0.3631052501035089,0.018155262505175445,0.05461535344760501,50000.0,970278722.492199,5.153158452405618e-05,0.0005153158452405618
2020-03-31,RTX,Industrials,0.05,0.41983265184370755,1.1630623095547556,0.3275304350370253,0.016376521751851263,0.04926447763918493,50000.0,867255646.6361438,5.765312707266517e-05,0.0005765312707266516
2020-03-31,UNH,Health Care,0.05,0.4449195419339108,1.1911125463889267,0.3227619115207742,0.01613809557603871,0.048547234919094746,50000.0,1610890493.7119548,3.103873304558749e-05,0.00031038733045587487
2020-03-31,AAPL,Information Technology,0.05,0.38747150097413435,1.1849540265063196,0.32041348651106405,0.016020674325553205,0.04819400383275284,50000.0,14098940066.340662,3.5463658803237508e-06,3.5463658803237504e-05
2020-03-31,DIS,Communication Services,0.05,0.40461023553344067,1.069716824221329,0.29908291554882466,0.014954145777441233,0.04498563195707814,50000.0,2112007822.3085022,2.3674154741220685e-05,0.00023674154741220685
2020-03-31,PLD,Real Estate,0.05,0.38717249396321635,1.079544082943048,0.28618207221029235,0.014309103610514618,0.04304519149661861,50000.0,429912780.3497569,0.00011630266017986798,0.0011630266017986796
2020-03-31,PEP,Consumer Staples,0.05,0.3385245335450036,0.9676499119155908,0.2488455745100319,0.012442278725501596,0.03742933764208436,50000.0,861745465.9079489,5.802177322432349e-05,0.0005802177322432349
2020-03-31,SO,Utilities,0.05,0.39467032881483993,0.9585136697216832,0.2379095166197945,0.011895475830989726,0.03578442430957671,50000.0,391118550.9078662,0.00012783847732085265,0.0012783847732085263
2020-03-31,NFLX,Communication Services,0.05,0.40207157258341625,0.7943851208925246,0.2301213110277824,0.011506065551389121,0.03461298544712815,50000.0,2796048078.094419,1.7882382063357198e-05,0.00017882382063357194
2020-03-31,ABBV,Health Care,0.05,0.3527493535324319,0.8175858037018469,0.22435102551058136,0.01121755127552907,0.03374506579318293,50000.0,1042386942.3329544,4.796683263136007e-05,0.00047966832631360064
2020-03-31,AMZN,Consumer Discretionary,0.05,0.28344370598988117,0.696197116083516,0.18961774062114542,0.009480887031057272,0.02852076614427358,50000.0,10652700533.389791,4.693645507379106e-06,4.6936455073791055e-05
2020-04-30,NVDA,Information Technology,0.05,0.5560009225717208,1.4687623660260156,0.4594376913664317,0.022971884568321586,0.0689206916228653,50000.0,4187623734.770457,1.1939945698760525e-05,0.00011939945698760524
2020-04-30,BAC,Financials,0.05,0.5016737130389759,1.4382207602023604,0.42690210885137925,0.021345105442568964,0.06403999747994228,50000.0,2211084674.2982645,2.2613335699533342e-05,0.0002261333569953334
2020-04-30,TSLA,Consumer Discretionary,0.05,0.7619083589853113,1.1799232314314179,0.4255028073337306,0.02127514036668653,0.0638300869083946,50000.0,12829480042.583656,3.897274077674218e-06,3.897274077674217e-05
2020-04-30,AVGO,Information Technology,0.05,0.5129332904867804,1.3124134403415109,0.4164075897718021,0.020820379488590106,0.06246570454140985,50000.0,914058402.8372446,5.470109989121001e-05,0.0005470109989121001
2020-04-30,WFC,Financials,0.05,0.4914387423737083,1.3608905746923434,0.4055433182049096,0.02027716591024548,0.06083594467529633,50000.0,1298886203.2757823,3.849451928421468e-05,0.0003849451928421468
2020-04-30,EOG,Energy,0.05,0.6351069777548223,1.2405470011646529,0.38977548913550897,0.01948877445677545,0.05847059741433887,50000.0,330621093.762687,0.00015123052020355653,0.0015123052020355654
2020-04-30,QCOM,Information Technology,0.05,0.47662594271295766,1.1842398669089638,0.3708446317367238,0.01854223158683619,0.05563076122010397,50000.0,928797677.260952,5.3833037295540264e-05,0.0005383303729554026
2020-04-30,HD,Consumer Discretionary,0.05,0.4233802369583248,1.166595619413283,0.3612717888532923,0.018063589442664615,0.05419472981754123,50000.0,1406950398.2495117,3.553785553649126e-05,0.00035537855536491264
2020-04-30,AAPL,Information Technology,0.05,0.4070289757123605,1.1664343516714601,0.3475808819158176,0.017379044095790882,0.05214094365065388,50000.0,13928174551.780931,3.5898458778007437e-06,3.589845877800744e-05
2020-04-30,UNH,Health Care,0.05,0.46452339359564293,1.1542666374468333,0.34651299247405826,0.017325649623702914,0.05198074852455547,50000.0,1657051855.3016663,3.017407079930972e-05,0.0003017407079930972
2020-04-30,PLD,Real Estate,0.05,0.42740674641888027,1.113132228276968,0.3308638482128158,0.01654319241064079,0.049633205286248074,50000.0,426535410.6790034,0.00011722356162740346,0.0011722356162740344
2020-04-30,DIS,Communication Services,0.05,0.40847369186996113,1.0438168383115956,0.3157600458687436,0.015788002293437183,0.0473674693154083,50000.0,2245159796.9826126,2.227012975521725e-05,0.0002227012975521725
2020-04-30,NKE,Consumer Discretionary,0.05,0.3803312044176285,1.014080232864237,0.30717373624476635,0.015358686812238318,0.04607942871949515,50000.0,881886250.8637238,5.669665441663225e-05,0.0005669665441663225
2020-04-30,MCD,Consumer Discretionary,0.05,0.38985944277503964,0.9811239392150665,0.30157743756747946,0.015078871878373973,0.04523992255225055,50000.0,1031672921.7085775,4.846497271363277e-05,0.00048464972713632763
2020-04-30,SO,Utilities,0.05,0.43390256708967334,1.0182307854776227,0.29751626124673125,0.014875813062336563,0.04463070157171691,50000.0,398983956.8371455,0.0001253183220607756,0.0012531832206077562
2020-04-30,PEP,Consumer Staples,0.05,0.35546503795732587,0.9380576309804262,0.27778471838902286,0.013889235919451143,0.04167075377880749,50000.0,906138233.3200073,5.517921897722447e-05,0.0005517921897722446
2020-04-30,NFLX,Communication Services,0.05,0.4162891903568729,0.7255103799079733,0.23855230258027227,0.011927615129013615,0.03578546120837629,50000.0,3342701174.1423287,1.4957962855542722e-05,0.00014957962855542722
2020-04-30,LLY,Health Care,0.05,0.34636795080634575,0.7895608033884154,0.22858092607332492,0.011429046303666247,0.03428964539220572,50000.0,685589381.1580786,7.292995103795422e-05,0.0007292995103795421
2020-04-30,MRK,Health Care,0.05,0.30778950767072955,0.7279199156938498,0.2135354215439561,0.010676771077197805,0.032032654732830276,50000.0,1145819320.1510413,4.3636897301931536e-05,0.00043636897301931537
2020-04-30,AMZN,Consumer Discretionary,0.05,0.3078609825600215,0.6644188031593669,0.2050553538243611,0.010252767691218056,0.03076055158755942,50000.0,12532192091.307068,3.989724992699594e-06,3.9897249926995936e-05
2020-05-29,NVDA,Information Technology,0.05,0.5577338204675194,1.435653985097121,0.4546804033058461,0.022734020165292305,0.06525187560246883,50000.0,4386135076.218224,1.1399557727052623e-05,0.00011399557727052624
2020-05-29,BAC,Financials,0.05,0.5262558662406078,1.4704839236748055,0.4425495563515593,0.022127477817577967,0.06351095932224539,50000.0,2054897122.5102808,2.433211835876219e-05,0.0002433211835876219
2020-05-29,WFC,Financials,0.05,0.5290083421362058,1.4120468881388404,0.4273412164647659,0.021367060823238297,0.0613283873547758,50000.0,1355803773.8456852,3.687849301243418e-05,0.0003687849301243418
2020-05-29,AVGO,Information Technology,0.05,0.5129965360940959,1.314809525106112,0.4219612808146065,0.021098064040730325,0.06055630461436934,50000.0,856371781.1739603,5.838585658609316e-05,0.0005838585658609315
2020-05-29,TSLA,Consumer Discretionary,0.05,0.7623467784575237,1.1714829869918297,0.4206147496107732,0.02103073748053866,0.060363061875142975,50000.0,10903282809.539606,4.585774841706712e-06,4.5857748417067115e-05
2020-05-29,GS,Financials,0.05,0.48106026263770835,1.3364602754308987,0.4109102126420375,0.020545510632101874,0.05897034902792235,50000.0,777603014.0157827,6.430016229204735e-05,0.0006430016229204735
2020-05-29,QCOM,Information Technology,0.05,0.4670594921472121,1.182972685552549,0.3774734534784453,0.018873672673922266,0.05417178891046595,50000.0,842613523.5337257,5.93391852890179e-05,0.000593391852890179
2020-05-29,RTX,Industrials,0.05,0.5060288906030674,1.243778704599679,0.377170952085784,0.018858547604289202,0.05412837647592953,50000.0,1000463785.1932452,4.9976821490187395e-05,0.0004997682149018739
2020-05-29,TXN,Information Technology,0.05,0.43526161369562444,1.1537373639611062,0.3612156550532135,0.018060782752660678,0.051838607553407016,50000.0,772973702.0331573,6.46852536748465e-05,0.0006468525367484651
2020-05-29,UNH,Health Care,0.05,0.4677739268042006,1.1581638939546997,0.35735945858385837,0.01786797292919292,0.051285198938284045,50000.0,1531481714.0605927,3.2648120797622376e-05,0.00032648120797622375
2020-05-29,MSFT,Information Technology,0.05,0.3990842993585693,1.1440928685658454,0.35029945422546155,0.01751497271127308,0.05027200698455668,50000.0,8383875375.510432,5.963829107724048e-06,5.963829107724048e-05
2020-05-29,AAPL,Information Technology,0.05,0.40044573350296736,1.1358567256080978,0.34425447205088816,0.01721272360254441,0.049404482406839006,50000.0,13049749646.859613,3.83149112841658e-06,3.831491128416579e-05
2020-05-29,PLD,Real Estate,0.05,0.4359861493662067,1.1287536784441472,0.3385407460394928,0.016927037301974642,0.048584496904469844,50000.0,369340981.44039154,0.00013537625801774062,0.0013537625801774064
2020-05-29,DIS,Communication Services,0.05,0.42845882045194006,1.0759270031672847,0.32863124382929326,0.016431562191464664,0.04716236918398531,50000.0,2405313752.083181,2.0787308914147385e-05,0.00020787308914147382
2020-05-29,SO,Utilities,0.05,0.44350258901034834,1.0421155871467411,0.30744008163345743,0.015372004081672871,0.04412119329555739,50000.0,362482168.4993108,0.0001379378196919363,0.0013793781969193627
2020-05-29,MCD,Consumer Discretionary,0.05,0.3952575583405632,0.9901683874466778,0.3037089056047129,0.015185445280235646,0.04358572655384523,50000.0,1003321718.9254761,4.983446391806242e-05,0.0004983446391806242
2020-05-29,PEP,Consumer Staples,0.05,0.357479935588104,0.9257091422123767,0.27853956318377476,0.013926978159188738,0.03997363597614278,50000.0,923471866.0438538,5.414350110545285e-05,0.0005414350110545284
2020-05-29,NFLX,Communication Services,0.05,0.41619819968180466,0.6858881897048674,0.2331078946925435,0.011655394734627176,0.03345366819383148,50000.0,3560956101.6485214,1.40411728122267e-05,0.00014041172812226702
2020-05-29,LLY,Health Care,0.05,0.3522034149574925,0.7564050106070717,0.22245014187750864,0.011122507093875432,0.03192415789201906,50000.0,658992077.4642944,7.587344629755296e-05,0.0007587344629755295
2020-05-29,AMZN,Consumer Discretionary,0.05,0.31367997040609147,0.6574018090069729,0.20983230490139462,0.010491615245069731,0.030113352933742035,50000.0,12437390458.89689,4.020135909155549e-06,4.0201359091555485e-05
2020-06-30,BAC,Financials,0.05,0.5506905400235718,1.494381279279049,0.4721832944906402,0.023609164724532013,0.06548821250124544,50000.0,1860144602.5952814,2.6879630718084925e-05,0.0002687963071808492
2020-06-30,WFC,Financials,0.05,0.5638331870440924,1.4501290105542228,0.45561644090910536,0.02278082204545527,0.06319051658425005,50000.0,1385867395.1327994,3.6078487866588995e-05,0.00036078487866588995
2020-06-30,NVDA,Information Technology,0.05,0.5558100298321744,1.3865894083142318,0.45118258103304854,0.02255912905165243,0.06257557412196497,50000.0,4311347117.999331,1.1597303263116136e-05,0.00011597303263116136
2020-06-30,EOG,Energy,0.05,0.6749057990864911,1.3259680496185053,0.4414039394337767,0.022070196971688837,0.061219351302355396,50000.0,265111337.862676,0.0001886000063335628,0.0018860000633356278
2020-06-30,TSLA,Consumer Discretionary,0.05,0.774963037813858,1.1578570837580542,0.42621409128702353,0.021310704564351177,0.05911263551019824,50000.0,11523503585.032465,4.3389581676308505e-06,4.33895816763085e-05
2020-06-30,AVGO,Information Technology,0.05,0.5132655161889471,1.289609162554948,0.42181114035475287,0.021090557017737644,0.05850197988207794,50000.0,744114653.4962019,6.719394620852633e-05,0.0006719394620852633
2020-06-30,RTX,Industrials,0.05,0.5283380726897298,1.2739831977428655,0.4014560010090906,0.02007280005045453,0.05567887769588314,50000.0,839885569.2653211,5.95319193824664e-05,0.000595319193824664
2020-06-30,UNH,Health Care,0.05,0.4772179537733339,1.166718793531287,0.36504993262150104,0.018252496631075053,0.050629634381434196,50000.0,1262795149.8242443,3.959470386543613e-05,0.00039594703865436124
2020-06-30,TXN,Information Technology,0.05,0.4365686589964237,1.1322410933040468,0.3601956093781855,0.018009780468909276,0.04995637686509001,50000.0,635477054.0755463,7.868104706429879e-05,0.0007868104706429879
2020-06-30,MSFT,Information Technology,0.05,0.403123523854941,1.1208093508686046,0.351567909875612,0.0175783954937806,0.04875978091386958,50000.0,6935060431.988042,7.209742509145912e-06,7.209742509145911e-05
2020-06-30,PLD,Real Estate,0.05,0.44713139331199614,1.137309889717539,0.34921670328207255,0.017460835164103627,0.048433686537324265,50000.0,322226913.17755383,0.00015517015480469485,0.0015517015480469485
2020-06-30,DIS,Communication Services,0.05,0.43972433455718435,1.0910689010537364,0.34886039725637263,0.017443019862818633,0.048384269615974515,50000.0,2022209459.074351,2.472543077851444e-05,0.0002472543077851444
2020-06-30,AAPL,Information Technology,0.05,0.4054635366692821,1.1141955401356494,0.34827809457337405,0.017413904728668703,0.048303508686290644,50000.0,11534544566.67399,4.334804873394113e-06,4.3348048733941123e-05
2020-06-30,CSCO,Information Technology,0.05,0.4187659709559305,1.0426266497975836,0.33248866471823335,0.01662443323591167,0.04611363549574841,50000.0,1086542004.8225658,4.6017549048336225e-05,0.0004601754904833622
2020-06-30,NKE,Consumer Discretionary,0.05,0.4015900200090353,1.0323540621642187,0.3288065478811756,0.01644032739405878,0.045602954044936445,50000.0,702267918.6424255,7.119789851237467e-05,0.0007119789851237466
2020-06-30,META,Communication Services,0.05,0.4023777464523983,0.9887991283108615,0.31747982571775263,0.015873991285887634,0.04403202428813305,50000.0,5403712181.460419,9.252898437401026e-06,9.252898437401026e-05
2020-06-30,ORCL,Information Technology,0.05,0.4068196818517641,0.9914453327114428,0.3082628841083196,0.01541314420541598,0.04275370496219999,50000.0,678651405.6006178,7.367552706348434e-05,0.0007367552706348433
2020-06-30,ABT,Health Care,0.05,0.3753025391228148,0.9095351499792447,0.2771058470983421,0.013855292354917104,0.03843246216427415,50000.0,744198921.4403152,6.71863376303079e-05,0.000671863376303079
2020-06-30,KO,Consumer Staples,0.05,0.33089281362860395,0.8252431839577612,0.24446158392186998,0.0122230791960935,0.03390495246879982,50000.0,864564670.188446,5.783257369179992e-05,0.0005783257369179993
2020-06-30,AMZN,Consumer Discretionary,0.05,0.31273036758277717,0.6407641140878978,0.20856133162086418,0.01042806658104321,0.028925861977949777,50000.0,11436112418.489584,4.372115118347509e-06,4.3721151183475085e-05
2020-07-31,WFC,Financials,0.05,0.5758531453292927,1.4387476420158152,0.4505926591312493,0.022529632956562465,0.0661294543613016,50000.0,1374860889.7988667,3.636731568334501e-05,0.00036367315683345005
2020-07-31,NVDA,Information Technology,0.05,0.5567860789299991,1.380409635403329,0.4473812835906643,0.022369064179533216,0.06565814949659839,50000.0,4443308565.741634,1.1252875927975189e-05,0.0001125287592797519
2020-07-31,TSLA,Consumer Discretionary,0.05,0.7983143534056235,1.1911396058749595,0.4465517756189946,0.02232758878094973,0.06553641003093415,50000.0,15964497063.538265,3.1319495879513997e-06,3.1319495879513995e-05
2020-07-31,GS,Financials,0.05,0.5080540267559763,1.3624049174739876,0.4348153746925924,0.02174076873462962,0.06381396344042638,50000.0,734844210.3339386,6.804163290240564e-05,0.0006804163290240562
2020-07-31,EOG,Energy,0.05,0.6803744849410175,1.3367849479793164,0.4340539563675148,0.021702697818375742,0.06370221688318073,50000.0,223843246.9530169,0.00022337059831201717,0.0022337059831201715
2020-07-31,AVGO,Information Technology,0.05,0.5105689168828086,1.284066469918103,0.42226472849373387,0.021113236424686696,0.061972017354104306,50000.0,683133749.453036,7.319210921731426e-05,0.0007319210921731425
2020-07-31,RTX,Industrials,0.05,0.5360590377737773,1.2749583625145091,0.4038090009289728,0.020190450046448642,0.059263435292311366,50000.0,697073909.9263954,7.172840539287941e-05,0.0007172840539287942
2020-07-31,QCOM,Information Technology,0.05,0.5012153667085373,1.1761419435410132,0.38204669954235587,0.019102334977117795,0.05606957696555158,50000.0,863598980.9468588,5.789724293696999e-05,0.0005789724293696998
2020-07-31,UNH,Health Care,0.05,0.47592314507712036,1.1603313318430015,0.36854445528469365,0.018427222764234683,0.0540879733434825,50000.0,1094801977.4877422,4.5670359597573725e-05,0.0004567035959757372
2020-07-31,AAPL,Information Technology,0.05,0.42143874469014464,1.124921848799129,0.35090049028604514,0.017545024514302256,0.05149852641289975,50000.0,12348550073.344269,4.0490583674216625e-06,4.049058367421663e-05
2020-07-31,PLD,Real Estate,0.05,0.449721058494147,1.129200066058192,0.3495503909355847,0.017477519546779237,0.05130038440687677,50000.0,318894487.59657544,0.00015679167230778104,0.0015679167230778102
2020-07-31,DIS,Communication Services,0.05,0.4424428125911621,1.0911350434858111,0.34757759613403155,0.017378879806701577,0.05101085495904899,50000.0,1713614051.8757374,2.9178098735400512e-05,0.0002917809873540051
2020-07-31,NKE,Consumer Discretionary,0.05,0.4032300240264505,1.0306945480137555,0.32871699086604605,0.016435849543302305,0.04824285261808659,50000.0,657015439.8953375,7.61017123250026e-05,0.0007610171232500259
2020-07-31,SO,Utilities,0.05,0.4532624168971187,1.030377048977213,0.3152295009176662,0.01576147504588331,0.04626341435402446,50000.0,261659399.0727806,0.00019108810987558865,0.0019108810987558864
2020-07-31,KO,Consumer Staples,0.05,0.3286715124529162,0.8171043838229683,0.24825348787670115,0.012412674393835059,0.03643394397109856,50000.0,838063096.2280592,5.966137898809671e-05,0.000596613789880967
2020-07-31,LLY,Health Care,0.05,0.38784712140148464,0.7714988325317689,0.23746613847480566,0.011873306923740284,0.034850781184275904,50000.0,563836370.0594076,8.867820994720833e-05,0.0008867820994720833
2020-07-31,NFLX,Communication Services,0.05,0.42281135706010503,0.6769010666490014,0.23695358030855432,0.011847679015427716,0.03477555760667039,50000.0,3586522534.758886,1.3941080675061586e-05,0.00013941080675061585
